Sıcaklık,Nem,Işık,Toprak_Nemi,Yağmur,Fan_Durumu,Pompa_Durumu,Led_Durumu,Isıtıcı_Durumu
19.4,77,11961,40,1,0,0,0,0
17.9,37,8870,81,0,0,0,0,1
26.2,79,5775,17,1,1,1,0,0
18.8,42,9257,51,1,0,0,0,0
12.4,50,4689,16,1,0,1,0,1
35.9,89,4204,92,1,1,0,0,0
38.3,77,12138,59,1,1,0,0,0
16.4,56,1988,33,0,0,1,1,1
31.3,59,5132,92,1,1,0,0,0
27.4,73,511,82,0,0,0,1,0
11.4,48,5672,52,0,0,0,0,1
33.6,88,8214,19,0,1,1,0,0
25.8,41,14702,75,0,0,0,0,0
10.2,30,1538,61,0,0,0,1,1
34.1,71,12784,70,0,1,0,0,0
15.8,81,12267,94,0,0,0,0,1
23.9,63,11883,81,1,0,0,0,0
22.8,35,77,72,0,0,0,1,0
31.0,89,350,22,1,1,1,1,0
39.2,77,13232,63,0,1,0,0,0
21.2,60,11651,85,0,0,0,0,0
35.0,81,14581,74,0,1,0,0,0
12.7,41,1187,30,1,0,1,1,1
20.7,74,1416,43,0,0,0,1,0
15.0,70,14565,98,1,0,0,0,1
14.0,32,13022,37,0,0,1,0,1
37.1,72,9763,88,1,1,0,0,0
19.7,83,7515,74,1,0,0,0,0
10.0,64,6810,50,0,0,0,0,1
31.7,46,2362,32,0,1,1,1,0
13.8,58,13024,31,0,0,1,0,1
36.4,59,4729,23,1,1,1,0,0
11.3,73,7578,80,0,0,0,0,1
30.3,76,4254,15,1,1,1,0,0
11.5,79,7805,89,1,0,0,0,1
39.5,39,13977,22,1,1,1,0,0
36.4,83,3746,29,1,1,1,0,0
39.7,86,6012,90,1,1,0,0,0
37.2,65,546,71,1,1,0,1,0
26.7,77,7396,54,0,1,0,0,0
19.6,45,4403,90,1,0,0,0,0
39.1,89,8433,49,0,1,0,0,0
30.0,88,6210,52,1,1,0,0,0
12.4,52,5877,38,1,0,1,0,1
30.4,37,315,43,0,1,0,1,0
25.1,77,1801,95,0,1,0,1,0
19.7,86,670,80,1,0,0,1,0
24.4,49,2969,81,0,0,0,1,0
20.9,62,12985,56,1,0,0,0,0
10.9,50,13996,59,0,0,0,0,1
29.5,46,1032,40,1,1,0,1,0
19.7,57,10230,87,0,0,0,0,0
16.6,50,6134,66,1,0,0,0,1
37.7,79,371,69,1,1,0,1,0
14.1,94,7394,88,1,0,0,0,1
28.0,93,3339,40,0,1,0,0,0
26.6,85,13033,90,1,1,0,0,0
10.4,73,7710,14,0,0,1,0,1
20.6,70,13761,71,0,0,0,0,0
23.2,76,8376,100,0,0,0,0,0
36.7,47,14752,78,1,1,0,0,0
31.5,39,12895,22,1,1,1,0,0
13.0,76,12515,15,1,0,1,0,1
33.4,74,5451,86,1,1,0,0,0
11.3,36,4889,99,0,0,0,0,1
17.1,79,10616,52,0,0,0,0,1
21.0,45,11664,47,1,0,0,0,0
31.5,82,3590,34,1,1,1,0,0
32.5,76,9940,39,0,1,1,0,0
18.3,37,5769,56,1,0,0,0,0
30.2,75,8414,18,0,1,1,0,0
27.2,51,3384,31,1,0,1,0,0
33.3,38,13896,55,0,1,0,0,0
13.0,40,14587,86,1,0,0,0,1
39.7,42,11341,86,1,1,0,0,0
20.5,71,12531,35,1,0,1,0,0
33.8,85,6346,23,0,1,1,0,0
23.8,53,1822,77,0,0,0,1,0
20.8,79,9602,37,0,0,1,0,0
38.6,74,10775,36,0,1,1,0,0
14.7,49,5930,17,1,0,1,0,1
18.8,31,10139,39,1,0,1,0,0
15.2,93,6811,44,1,0,0,0,1
26.2,79,14976,53,1,1,0,0,0
14.1,47,6173,19,1,0,1,0,1
10.1,51,9132,71,0,0,0,0,1
32.6,52,4296,25,1,1,1,0,0
27.8,49,10915,38,1,0,1,0,0
39.5,75,14287,87,0,1,0,0,0
13.6,83,13603,21,1,0,1,0,1
19.1,34,13086,99,0,0,0,0,0
38.0,36,11448,28,0,1,1,0,0
31.1,88,5751,44,0,1,0,0,0
21.4,35,5371,15,0,0,1,0,0
38.9,34,11059,45,1,1,0,0,0
10.9,82,13314,82,1,0,0,0,1
37.2,60,7231,26,1,1,1,0,0
23.9,68,6162,50,0,0,0,0,0
39.2,55,1216,43,1,1,0,1,0
11.6,48,8547,98,1,0,0,0,1
29.2,49,210,85,0,1,0,1,0
16.5,59,11264,71,0,0,0,0,1
15.4,46,13966,97,0,0,0,0,1
31.8,91,9402,38,1,1,1,0,0
32.0,84,633,52,1,1,0,1,0
39.3,31,8228,49,1,1,0,0,0
21.6,31,11143,90,0,0,0,0,0
16.3,56,14234,91,0,0,0,0,1
11.9,94,13270,58,1,0,0,0,1
10.4,90,2273,12,0,0,1,1,1
21.7,71,4819,64,1,0,0,0,0
13.3,67,898,66,0,0,0,1,1
15.0,42,11493,14,1,0,1,0,1
27.2,73,13731,30,1,0,1,0,0
12.4,81,2607,48,0,0,0,1,1
12.4,42,6971,54,0,0,0,0,1
15.8,47,12574,72,1,0,0,0,1
32.2,58,8846,97,1,1,0,0,0
21.4,62,10809,30,0,0,1,0,0
17.4,51,7481,86,1,0,0,0,1
17.2,37,12529,21,0,0,1,0,1
34.8,34,12517,80,1,1,0,0,0
18.2,65,1503,54,1,0,0,1,0
25.2,85,7261,11,1,1,1,0,0
36.5,47,13037,30,1,1,1,0,0
22.8,69,3630,45,0,0,0,0,0
32.2,46,4919,56,1,1,0,0,0
38.7,37,6452,91,0,1,0,0,0
23.6,59,12525,39,0,0,1,0,0
20.8,30,10355,99,1,0,0,0,0
39.7,49,4892,86,0,1,0,0,0
27.2,94,9663,54,0,1,0,0,0
22.9,34,10213,83,0,0,0,0,0
19.8,69,10622,32,1,0,1,0,0
14.4,30,14137,27,0,0,1,0,1
14.1,82,4665,78,1,0,0,0,1
23.4,89,11424,49,0,0,0,0,0
17.9,62,11944,78,0,0,0,0,1
18.2,47,13973,17,0,0,1,0,0
39.3,87,3216,62,1,1,0,0,0
10.4,74,8408,50,1,0,0,0,1
36.9,53,2266,69,0,1,0,1,0
33.5,83,13720,31,0,1,1,0,0
19.1,52,7828,95,1,0,0,0,0
25.6,95,4187,54,1,1,0,0,0
39.5,67,9041,57,1,1,0,0,0
19.5,82,205,75,1,0,0,1,0
10.5,95,12401,88,1,0,0,0,1
26.7,93,1097,19,1,1,1,1,0
19.7,41,13537,66,1,0,0,0,0
38.7,58,4005,97,1,1,0,0,0
35.4,94,2598,38,0,1,1,1,0
28.5,90,10806,34,0,1,1,0,0
31.2,40,6915,37,1,1,1,0,0
24.0,93,9851,25,1,0,1,0,0
24.8,65,14446,97,0,0,0,0,0
31.1,47,869,65,0,1,0,1,0
31.4,57,785,47,1,1,0,1,0
17.6,88,2388,38,1,0,1,1,1
31.5,59,3837,73,0,1,0,0,0
18.5,75,9769,38,1,0,1,0,0
37.9,31,12003,20,1,1,1,0,0
26.0,63,5214,39,0,0,1,0,0
19.9,84,10408,32,0,0,1,0,0
20.0,48,1637,14,0,0,1,1,0
37.6,70,9809,50,0,1,0,0,0
24.7,31,12875,37,0,0,1,0,0
16.0,67,2422,31,0,0,1,1,1
12.5,89,2425,83,1,0,0,1,1
34.0,70,6521,52,1,1,0,0,0
36.1,53,9283,69,0,1,0,0,0
25.1,47,9646,40,1,0,0,0,0
38.9,60,8438,26,0,1,1,0,0
36.7,49,5626,97,0,1,0,0,0
26.5,65,14665,56,1,0,0,0,0
29.2,35,5397,78,0,1,0,0,0
29.2,55,6158,77,1,1,0,0,0
15.8,46,3779,68,0,0,0,0,1
36.1,94,6160,65,1,1,0,0,0
21.0,57,9364,92,1,0,0,0,0
28.7,80,4872,51,1,1,0,0,0
29.0,43,11051,92,1,1,0,0,0
25.3,41,4711,42,1,0,0,0,0
20.3,36,6275,13,0,0,1,0,0
25.3,35,1415,54,1,0,0,1,0
33.2,65,1723,51,1,1,0,1,0
32.3,80,11238,86,0,1,0,0,0
22.8,81,2372,20,1,0,1,1,0
14.1,53,1427,25,0,0,1,1,1
22.1,71,4199,27,0,0,1,0,0
30.5,49,2249,27,0,1,1,1,0
14.3,51,10406,59,1,0,0,0,1
14.9,86,6330,47,0,0,0,0,1
21.9,59,9691,59,0,0,0,0,0
21.7,75,6005,87,0,0,0,0,0
21.9,64,2247,68,0,0,0,1,0
12.7,54,7690,93,0,0,0,0,1
26.4,30,1516,12,0,0,1,1,0
38.5,62,3845,37,0,1,1,0,0
38.2,86,4481,97,1,1,0,0,0
32.3,66,651,83,1,1,0,1,0
21.8,49,10857,66,0,0,0,0,0
19.7,93,10257,34,1,0,1,0,0
29.4,38,6638,31,1,1,1,0,0
37.9,45,14824,60,0,1,0,0,0
24.6,74,10294,80,1,0,0,0,0
31.9,91,12240,36,0,1,1,0,0
11.5,87,7767,13,1,0,1,0,1
21.9,60,4249,12,1,0,1,0,0
27.2,65,13119,74,0,0,0,0,0
15.9,89,13092,85,0,0,0,0,1
33.8,74,12261,100,1,1,0,0,0
14.4,36,6884,92,0,0,0,0,1
30.8,73,7978,47,1,1,0,0,0
19.1,93,10293,18,0,0,1,0,0
26.8,66,8170,76,1,0,0,0,0
18.0,67,6773,71,0,0,0,0,0
30.1,30,3069,65,0,1,0,0,0
31.0,87,9794,80,1,1,0,0,0
20.1,76,7363,39,0,0,1,0,0
15.8,66,2682,12,1,0,1,1,1
11.5,69,14587,48,0,0,0,0,1
24.0,39,12584,19,0,0,1,0,0
26.8,60,2520,82,0,0,0,1,0
15.4,77,11385,48,0,0,0,0,1
20.6,69,3177,67,0,0,0,0,0
20.3,57,6627,71,0,0,0,0,0
12.2,67,7380,23,0,0,1,0,1
19.8,73,13848,89,1,0,0,0,0
11.8,47,812,21,1,0,1,1,1
25.5,71,6558,64,1,0,0,0,0
27.4,56,3872,14,1,0,1,0,0
19.4,65,1330,88,1,0,0,1,0
28.7,77,5384,42,1,1,0,0,0
35.1,74,2124,80,0,1,0,1,0
29.7,90,8505,87,0,1,0,0,0
21.0,72,11469,56,1,0,0,0,0
30.7,66,14080,64,1,1,0,0,0
12.4,57,11466,72,1,0,0,0,1
28.8,78,1320,17,0,1,1,1,0
35.9,42,10383,43,1,1,0,0,0
32.0,46,8850,31,0,1,1,0,0
17.8,31,11956,83,0,0,0,0,1
10.8,70,5088,85,1,0,0,0,1
30.4,74,9944,78,0,1,0,0,0
14.0,82,12019,48,0,0,0,0,1
16.2,62,1845,99,0,0,0,1,1
16.8,31,1202,49,0,0,0,1,1
19.1,73,4941,97,0,0,0,0,0
32.2,56,10424,97,0,1,0,0,0
35.6,30,6276,76,1,1,0,0,0
29.7,93,1039,13,0,1,1,1,0
32.0,70,7821,19,0,1,1,0,0
26.3,77,5703,21,1,1,1,0,0
20.8,43,4545,22,1,0,1,0,0
38.8,77,13040,61,0,1,0,0,0
14.0,93,11278,72,1,0,0,0,1
26.5,95,13319,45,1,1,0,0,0
16.4,75,1671,16,1,0,1,1,1
12.1,60,3696,58,0,0,0,0,1
31.5,69,12710,20,1,1,1,0,0
20.1,71,4959,28,0,0,1,0,0
35.1,82,3665,42,1,1,0,0,0
32.8,43,10814,41,0,1,0,0,0
31.4,34,11646,67,0,1,0,0,0
19.9,50,8260,15,1,0,1,0,0
10.6,52,3730,36,0,0,1,0,1
31.7,63,5860,99,0,1,0,0,0
31.6,76,1473,22,0,1,1,1,0
11.4,56,10784,21,1,0,1,0,1
16.7,71,4553,82,1,0,0,0,1
32.7,44,4703,15,0,1,1,0,0
29.3,49,12474,82,0,1,0,0,0
32.9,61,11180,94,0,1,0,0,0
23.8,70,11947,74,1,0,0,0,0
33.1,39,7869,87,0,1,0,0,0
15.1,73,14815,26,1,0,1,0,1
29.7,47,9163,38,0,1,1,0,0
24.7,76,3948,56,0,0,0,0,0
27.0,85,708,14,0,1,1,1,0
14.7,83,1458,77,1,0,0,1,1
20.3,31,11454,71,1,0,0,0,0
36.1,34,13264,53,0,1,0,0,0
15.9,62,14823,18,1,0,1,0,1
23.0,50,10403,42,1,0,0,0,0
21.6,89,14657,46,0,0,0,0,0
25.2,52,6075,16,0,0,1,0,0
22.9,44,4872,100,1,0,0,0,0
21.0,40,9773,67,1,0,0,0,0
26.7,45,577,68,1,0,0,1,0
22.4,34,11383,18,1,0,1,0,0
21.4,39,7097,78,0,0,0,0,0
21.4,53,12957,43,0,0,0,0,0
14.9,58,8436,83,1,0,0,0,1
18.5,55,12576,16,1,0,1,0,0
14.2,65,7523,45,0,0,0,0,1
31.9,61,2875,22,0,1,1,1,0
15.6,35,7171,33,0,0,1,0,1
13.9,50,3414,38,1,0,1,0,1
37.3,59,601,20,0,1,1,1,0
25.7,86,657,18,1,1,1,1,0
20.4,57,5097,94,0,0,0,0,0
29.3,58,5904,28,0,1,1,0,0
20.3,37,10890,88,1,0,0,0,0
16.6,31,6038,52,1,0,0,0,1
32.7,34,2058,61,0,1,0,1,0
21.1,94,492,25,1,0,1,1,0
14.2,65,10844,42,0,0,0,0,1
34.1,73,10866,59,0,1,0,0,0
37.9,78,4449,66,1,1,0,0,0
33.8,44,14814,62,0,1,0,0,0
15.6,31,3125,77,1,0,0,0,1
25.1,71,5822,45,1,0,0,0,0
35.1,69,2068,31,0,1,1,1,0
14.1,56,7068,39,1,0,1,0,1
17.7,91,149,51,0,0,0,1,1
27.9,82,11052,83,0,1,0,0,0
14.6,52,14179,37,0,0,1,0,1
38.9,57,7197,89,0,1,0,0,0
29.0,70,13598,90,1,1,0,0,0
21.8,87,3318,46,1,0,0,0,0
39.0,76,189,56,1,1,0,1,0
13.5,55,6698,38,1,0,1,0,1
26.1,82,10850,53,1,1,0,0,0
33.1,85,4866,83,0,1,0,0,0
37.1,83,11489,22,0,1,1,0,0
30.0,76,4712,92,0,1,0,0,0
23.0,61,13854,92,1,0,0,0,0
21.6,77,7878,25,0,0,1,0,0
33.0,80,3368,52,0,1,0,0,0
36.6,72,3357,10,0,1,1,0,0
21.5,55,3393,61,1,0,0,0,0
25.7,49,6986,85,0,0,0,0,0
27.0,55,5885,26,1,0,1,0,0
19.6,43,12326,83,1,0,0,0,0
23.5,63,11118,80,0,0,0,0,0
19.3,79,6670,37,0,0,1,0,0
16.3,49,14048,67,0,0,0,0,1
37.8,61,14779,47,0,1,0,0,0
12.9,63,3638,91,0,0,0,0,1
35.3,86,3027,80,1,1,0,0,0
26.8,38,4822,53,1,0,0,0,0
13.5,38,6560,88,0,0,0,0,1
24.0,61,3563,67,0,0,0,0,0
21.2,45,8953,68,0,0,0,0,0
29.8,36,12470,39,0,1,1,0,0
27.5,62,1072,88,1,0,0,1,0
32.3,85,7275,35,0,1,1,0,0
34.5,76,10486,77,1,1,0,0,0
26.1,91,14873,47,1,1,0,0,0
17.2,63,4285,74,1,0,0,0,1
39.9,45,11527,25,0,1,1,0,0
20.5,94,9342,59,1,0,0,0,0
18.5,83,11587,19,1,0,1,0,0
26.4,86,7002,87,1,1,0,0,0
34.4,76,7927,73,1,1,0,0,0
31.8,71,2943,45,0,1,0,1,0
38.7,87,926,97,0,1,0,1,0
32.7,89,73,56,0,1,0,1,0
12.8,90,9589,84,1,0,0,0,1
13.1,86,13028,61,0,0,0,0,1
37.7,90,14919,56,0,1,0,0,0
22.4,75,10192,41,0,0,0,0,0
12.4,41,5697,49,1,0,0,0,1
35.2,58,8246,34,0,1,1,0,0
33.9,91,612,53,0,1,0,1,0
30.3,90,6890,97,0,1,0,0,0
38.2,46,5597,100,1,1,0,0,0
31.2,52,7593,13,1,1,1,0,0
19.0,92,13415,48,1,0,0,0,0
18.9,73,14757,26,0,0,1,0,0
34.6,81,11389,100,1,1,0,0,0
11.5,35,10042,52,1,0,0,0,1
10.4,35,12593,84,1,0,0,0,1
15.1,66,1790,76,0,0,0,1,1
35.2,51,6466,49,0,1,0,0,0
25.1,63,13725,69,1,0,0,0,0
34.6,62,9378,49,1,1,0,0,0
39.6,55,14903,74,1,1,0,0,0
16.3,53,10326,98,0,0,0,0,1
33.9,50,3154,54,1,1,0,0,0
26.3,53,914,96,0,0,0,1,0
20.9,44,13882,92,1,0,0,0,0
28.4,69,8457,20,1,1,1,0,0
35.1,61,5405,40,0,1,0,0,0
17.4,74,4891,89,1,0,0,0,1
23.0,35,4143,100,1,0,0,0,0
19.9,80,1471,18,1,0,1,1,0
27.8,61,14978,76,0,0,0,0,0
31.7,41,11458,10,0,1,1,0,0
28.1,59,8898,79,1,1,0,0,0
26.7,91,3347,98,1,1,0,0,0
15.6,41,6771,29,1,0,1,0,1
10.2,40,5773,96,0,0,0,0,1
28.1,84,13920,92,1,1,0,0,0
28.8,65,11229,17,0,1,1,0,0
12.3,42,6827,95,1,0,0,0,1
10.3,83,12539,66,0,0,0,0,1
22.8,33,8631,63,1,0,0,0,0
22.3,35,7745,91,1,0,0,0,0
24.6,93,8285,88,0,0,0,0,0
38.5,73,11017,97,1,1,0,0,0
22.0,58,14403,96,0,0,0,0,0
21.9,66,7008,47,0,0,0,0,0
17.0,34,12010,22,1,0,1,0,1
27.2,62,6534,63,0,0,0,0,0
15.8,86,8285,95,0,0,0,0,1
23.9,47,8604,73,0,0,0,0,0
23.8,77,13300,81,1,0,0,0,0
26.6,35,657,30,1,0,1,1,0
38.2,84,3921,84,1,1,0,0,0
12.1,93,5182,10,0,0,1,0,1
27.3,71,10825,33,1,0,1,0,0
37.8,32,6799,67,0,1,0,0,0
23.1,33,12026,16,1,0,1,0,0
33.3,56,550,89,0,1,0,1,0
14.0,61,9365,39,0,0,1,0,1
32.6,56,3992,58,0,1,0,0,0
14.5,54,14698,74,1,0,0,0,1
18.3,74,1603,58,0,0,0,1,0
25.7,58,654,97,0,0,0,1,0
10.4,57,5846,33,0,0,1,0,1
15.5,66,3228,98,0,0,0,0,1
15.2,34,6230,93,1,0,0,0,1
18.3,58,10754,98,0,0,0,0,0
13.0,85,1293,71,0,0,0,1,1
30.6,70,11240,88,0,1,0,0,0
25.6,43,3608,52,1,0,0,0,0
27.4,91,14411,46,1,1,0,0,0
34.6,86,860,87,0,1,0,1,0
16.2,70,9078,29,1,0,1,0,1
23.1,65,13721,29,1,0,1,0,0
30.0,76,6146,26,1,1,1,0,0
23.4,54,5254,16,0,0,1,0,0
36.9,80,11347,100,0,1,0,0,0
10.2,85,1524,54,1,0,0,1,1
31.6,51,4417,66,1,1,0,0,0
19.6,68,9788,100,0,0,0,0,0
19.4,85,1805,36,0,0,1,1,0
27.2,67,5199,32,1,0,1,0,0
11.9,31,2615,49,0,0,0,1,1
22.0,38,10866,69,0,0,0,0,0
34.5,54,2156,36,0,1,1,1,0
39.0,75,3917,40,0,1,0,0,0
22.4,79,6233,41,1,0,0,0,0
10.5,78,3493,50,0,0,0,0,1
20.8,64,5356,14,1,0,1,0,0
10.6,79,5575,83,1,0,0,0,1
32.5,75,9911,35,1,1,1,0,0
23.3,76,2429,10,0,0,1,1,0
10.9,51,10375,13,1,0,1,0,1
26.3,76,4566,36,0,1,1,0,0
27.8,39,5972,100,1,0,0,0,0
11.9,81,1837,51,1,0,0,1,1
35.1,45,1449,52,1,1,0,1,0
21.1,63,9499,82,0,0,0,0,0
17.4,72,5739,64,1,0,0,0,1
26.6,91,6482,41,0,1,0,0,0
37.7,56,12405,18,1,1,1,0,0
13.5,44,14014,27,0,0,1,0,1
28.7,90,4765,41,1,1,0,0,0
14.1,65,2753,10,0,0,1,1,1
32.7,72,5729,25,0,1,1,0,0
19.2,66,12479,63,0,0,0,0,0
24.8,35,2719,42,1,0,0,1,0
30.5,85,880,43,0,1,0,1,0
29.3,45,3467,91,1,1,0,0,0
25.6,82,11372,54,0,1,0,0,0
31.1,49,3026,77,0,1,0,0,0
19.3,61,9084,66,1,0,0,0,0
38.3,56,9046,52,1,1,0,0,0
38.2,54,13844,81,0,1,0,0,0
24.4,35,8348,33,1,0,1,0,0
28.8,93,6744,40,1,1,0,0,0
22.9,76,663,100,1,0,0,1,0
20.2,78,4462,79,0,0,0,0,0
33.3,83,2414,84,0,1,0,1,0
17.6,47,13879,85,1,0,0,0,1
35.0,71,10170,48,0,1,0,0,0
36.5,87,2516,43,1,1,0,1,0
28.6,59,10756,97,1,1,0,0,0
30.9,42,7172,60,1,1,0,0,0
10.5,38,1109,19,1,0,1,1,1
34.2,70,14734,23,0,1,1,0,0
23.5,76,13683,44,0,0,0,0,0
23.2,37,1626,97,1,0,0,1,0
23.2,77,2273,87,1,0,0,1,0
20.7,67,3767,40,1,0,0,0,0
31.6,57,14406,95,1,1,0,0,0
23.0,40,13248,12,1,0,1,0,0
30.2,60,1692,58,0,1,0,1,0
10.0,43,7925,93,0,0,0,0,1
28.6,80,6700,76,1,1,0,0,0
25.1,42,14885,100,1,0,0,0,0
16.2,83,10045,70,1,0,0,0,1
11.4,77,6052,16,1,0,1,0,1
39.5,73,12916,54,0,1,0,0,0
26.9,67,2355,52,0,0,0,1,0
15.8,34,10723,61,1,0,0,0,1
36.7,66,3134,32,1,1,1,0,0
15.3,77,11303,33,0,0,1,0,1
10.5,93,12908,84,1,0,0,0,1
24.8,84,1242,98,1,0,0,1,0
30.7,88,11896,91,0,1,0,0,0
20.1,58,3634,15,0,0,1,0,0
28.0,95,4253,65,1,1,0,0,0
13.0,93,101,37,0,0,1,1,1
39.1,84,12252,75,1,1,0,0,0
31.4,55,10578,36,1,1,1,0,0
25.0,92,5274,95,0,0,0,0,0
33.1,64,1764,47,1,1,0,1,0
17.7,66,6304,42,0,0,0,0,1
34.5,46,8343,80,0,1,0,0,0
15.7,45,4678,100,1,0,0,0,1
15.1,32,11713,93,1,0,0,0,1
28.0,64,14864,22,1,0,1,0,0
34.2,64,9149,45,0,1,0,0,0
27.1,89,6966,13,1,1,1,0,0
22.4,32,531,93,0,0,0,1,0
18.8,57,1983,47,0,0,0,1,0
31.6,74,3111,89,1,1,0,0,0
30.2,67,11062,63,1,1,0,0,0
28.8,48,11138,12,1,1,1,0,0
30.7,78,13607,47,1,1,0,0,0
13.2,50,10094,31,1,0,1,0,1
33.1,31,12931,11,0,1,1,0,0
21.7,83,1184,87,0,0,0,1,0
16.1,42,5896,36,1,0,1,0,1
28.1,52,2934,94,1,1,0,1,0
14.5,75,11537,88,1,0,0,0,1
24.2,41,9375,84,0,0,0,0,0
20.5,95,7171,20,0,0,1,0,0
39.2,94,107,61,0,1,0,1,0
12.8,78,10413,85,0,0,0,0,1
30.9,82,2054,34,1,1,1,1,0
25.3,81,1308,90,0,1,0,1,0
15.2,62,3744,30,0,0,1,0,1
33.9,75,11255,91,1,1,0,0,0
24.4,45,5792,79,1,0,0,0,0
33.2,32,12029,69,0,1,0,0,0
10.1,89,14022,73,1,0,0,0,1
17.9,94,14462,64,0,0,0,0,1
40.0,93,7463,12,0,1,1,0,0
28.3,44,9605,32,1,1,1,0,0
31.2,36,13056,37,0,1,1,0,0
12.3,84,5829,97,1,0,0,0,1
14.0,48,14958,12,0,0,1,0,1
35.6,83,8536,43,0,1,0,0,0
33.2,69,6811,16,0,1,1,0,0
27.0,41,8345,46,1,0,0,0,0
29.2,73,3260,80,1,1,0,0,0
31.9,81,2809,39,0,1,1,1,0
25.5,47,7862,21,1,0,1,0,0
28.6,69,5788,96,0,1,0,0,0
26.6,49,10114,79,0,0,0,0,0
37.9,89,2685,35,1,1,1,1,0
13.1,47,743,82,1,0,0,1,1
22.5,80,5568,34,0,0,1,0,0
23.0,44,5234,97,0,0,0,0,0
13.1,35,14729,44,0,0,0,0,1
14.4,59,3082,62,0,0,0,0,1
30.2,57,1926,51,1,1,0,1,0
36.4,85,504,23,0,1,1,1,0
35.2,92,11788,51,1,1,0,0,0
27.6,79,998,29,1,1,1,1,0
20.5,54,1416,81,0,0,0,1,0
26.9,63,2092,26,0,0,1,1,0
11.0,59,4057,95,1,0,0,0,1
16.0,60,14001,36,1,0,1,0,1
29.9,50,9268,50,1,1,0,0,0
10.6,63,11614,74,1,0,0,0,1
11.3,60,3487,73,0,0,0,0,1
38.7,40,13415,91,1,1,0,0,0
20.0,81,10862,27,1,0,1,0,0
29.6,51,14027,61,1,1,0,0,0
26.5,37,14908,33,1,0,1,0,0
22.4,39,13238,24,1,0,1,0,0
32.8,34,11311,66,1,1,0,0,0
24.2,70,8143,61,1,0,0,0,0
33.0,52,3649,24,1,1,1,0,0
20.9,82,6004,96,0,0,0,0,0
15.5,31,953,97,1,0,0,1,1
10.9,84,14060,95,1,0,0,0,1
23.4,69,10587,39,0,0,1,0,0
18.8,86,2894,83,0,0,0,1,0
36.7,32,6403,93,1,1,0,0,0
13.5,75,14657,92,1,0,0,0,1
16.4,41,13715,42,1,0,0,0,1
17.0,63,3235,64,0,0,0,0,1
19.6,77,8668,69,1,0,0,0,0
20.9,35,685,29,0,0,1,1,0
27.9,58,4078,47,1,0,0,0,0
29.4,90,12704,78,0,1,0,0,0
36.8,61,6950,19,1,1,1,0,0
29.6,35,7348,71,0,1,0,0,0
22.5,91,9270,52,0,0,0,0,0
21.7,41,12709,97,0,0,0,0,0
31.2,36,7128,62,1,1,0,0,0
12.7,51,11787,75,0,0,0,0,1
20.5,76,13942,11,0,0,1,0,0
29.8,57,10455,40,0,1,0,0,0
25.5,39,7487,99,1,0,0,0,0
38.1,46,12087,57,1,1,0,0,0
29.2,77,1197,50,1,1,0,1,0
31.2,70,6684,67,0,1,0,0,0
20.7,36,14539,56,1,0,0,0,0
27.4,78,3576,98,1,1,0,0,0
25.7,77,6614,78,1,1,0,0,0
10.8,84,9226,55,0,0,0,0,1
15.7,73,6945,77,0,0,0,0,1
25.6,74,6793,25,1,0,1,0,0
24.2,92,11227,92,1,0,0,0,0
37.9,82,4924,86,0,1,0,0,0
11.6,89,9837,58,1,0,0,0,1
17.2,30,11288,26,0,0,1,0,1
27.3,51,12186,94,0,0,0,0,0
35.9,61,14516,51,0,1,0,0,0
17.9,57,5346,79,1,0,0,0,1
27.9,59,1322,17,0,0,1,1,0
24.2,43,9880,53,0,0,0,0,0
32.8,51,12053,78,1,1,0,0,0
37.3,45,10977,50,0,1,0,0,0
15.4,51,7232,25,1,0,1,0,1
39.8,89,5428,74,0,1,0,0,0
27.8,93,11658,41,0,1,0,0,0
31.5,35,12977,27,1,1,1,0,0
33.9,84,7161,35,1,1,1,0,0
10.8,49,1859,75,1,0,0,1,1
25.2,89,13637,48,0,1,0,0,0
38.9,44,4286,77,0,1,0,0,0
20.0,44,12769,37,0,0,1,0,0
25.0,57,2680,96,1,0,0,1,0
18.9,53,624,62,0,0,0,1,0
15.9,54,10147,90,1,0,0,0,1
19.1,83,1409,16,1,0,1,1,0
30.4,45,5580,40,1,1,0,0,0
12.2,42,13578,77,0,0,0,0,1
19.4,54,4814,43,1,0,0,0,0
22.3,39,4049,76,1,0,0,0,0
19.6,33,6933,98,0,0,0,0,0
27.0,80,10396,37,0,1,1,0,0
18.1,45,11477,15,1,0,1,0,0
25.5,84,7170,99,0,1,0,0,0
32.4,46,8619,63,0,1,0,0,0
21.5,51,3088,37,0,0,1,0,0
33.8,67,12946,99,1,1,0,0,0
34.9,47,13411,24,1,1,1,0,0
11.4,57,2161,20,1,0,1,1,1
19.4,81,3892,31,0,0,1,0,0
16.5,92,895,82,0,0,0,1,1
13.4,73,5587,98,0,0,0,0,1
39.4,45,14938,41,0,1,0,0,0
27.3,47,4180,82,0,0,0,0,0
10.0,50,5689,20,0,0,1,0,1
30.4,64,13414,42,0,1,0,0,0
29.8,57,11201,86,0,1,0,0,0
30.0,36,11335,40,1,1,0,0,0
35.1,73,10199,90,0,1,0,0,0
15.2,80,11611,28,0,0,1,0,1
15.9,92,5078,57,1,0,0,0,1
30.6,94,558,54,1,1,0,1,0
21.2,77,182,76,0,0,0,1,0
21.9,60,10965,89,1,0,0,0,0
14.1,45,14279,42,1,0,0,0,1
13.6,71,1111,61,1,0,0,1,1
